r,z,u_r,v_z,v_theta,T,p
0.343306862298572,0.937688032938192,0.19735113604425605,0.01945895919651903,0.3112186734551101,0.09008578438154932,0.06624457926090499
0.2477855076413812,0.6285078506850769,0.04790460395460361,0.07270233013700085,0.10970995143720218,0.21644490355601007,0.3722501973036628
0.2257351725139991,0.3872575913925952,-0.03940996676407563,0.07085483438562429,0.018258902543545324,0.3318493883586649,0.6133997639110208
0.22755366418429024,0.4405872235838094,-0.020886323197005896,0.07388319452734292,0.036609023586773336,0.30559672324994364,0.5600022729092161
0.8853602983286916,0.46699391883507335,-0.006700065516503727,-0.14458419584445595,0.17750666378191218,0.6584344695107982,0.535101029221518
0.7166329447907094,0.6791796565367435,0.07277208563472876,-0.023406775714130437,0.3717673035634489,0.4171915605113302,0.32140470882295247
0.6715063746584348,0.4024733788928593,-0.0430259293368832,-0.0023446875209040133,0.06964197200609441,0.5242237161570275,0.597712293922628
0.7082881162886574,0.7489200344854977,0.10286175386605283,-0.01663014059925771,0.4415326825705256,0.3763760105951185,0.25216567571297743
0.8567785332323102,0.2333898945179198,-0.06543096057813956,-0.08742902692799118,-0.12844408937169471,0.7503397802448946,0.7678026100172556
0.43088837393026946,0.9294486616593682,0.2106218791752915,0.019985752858741487,0.3852887467459708,0.12810806456445173,0.07502743897109794
0.0028175307421715035,0.22358231555958596,-0.001553241974948074,0.000974074514690898,-0.0004638402998432164,0.38821281145994857,0.7764180205785933
0.6117457240873714,0.633757953050526,0.06353847682122013,0.023394932923911788,0.27567521478385076,0.37023743894432815,0.3667004930418015
0.9612091417136658,0.8597658455056865,0.026828550443109448,-0.10240497789897951,0.7590176147930348,0.5320785843041178,0.14135480955605043
0.9974862487377127,0.6065897692909484,0.0005345332643375177,-0.23624363237585297,0.4088543058701978,0.6941945235649429,0.3989913646654464
0.9426741459475592,0.5573859663547865,0.006202229393339919,-0.19256835094780972,0.3168129367212004,0.6656242895415867,0.4463261373888341
0.9494816815449845,0.765917546988026,0.02551011803403551,-0.14443125563786888,0.6160961798860087,0.5677989583007326,0.23623356838469814
0.8908893502679982,0.5493142852669908,0.009587241076014037,-0.14836082991299257,0.28862269490765974,0.6221847745769726,0.45289599983740136
0.5625695359499402,0.2237251277596125,-0.13597423325017904,0.030511707868621105,-0.09249335601887065,0.5463796775096592,0.7782168678828909
0.030224224503735075,0.9727972077568924,0.02771605386239244,0.0015271136350023576,0.02899094955390885,0.0140581479949799,0.027279843414883344
0.7878605735022189,0.43554454690135536,-0.02154569063109667,-0.0704228605522816,0.12079227801008942,0.592589868188945,0.5649978127059584
0.12115973173890338,0.8301441223830032,0.07030752607237413,0.027958502795363407,0.09029019288937637,0.09226777910601994,0.17042836022709443
0.4602390328111273,0.3738050586342476,-0.06269845880683816,0.0667155801347285,0.027940001563035635,0.41900745434433717,0.627033147902699
0.012791548667983044,0.9139569687713133,0.010454835068891765,0.0019732433329430013,0.011140613235729247,0.043103327473006055,0.08605435095524361
0.1753761889562261,0.9210478940728254,0.12178337187983664,0.01879646421507307,0.15460670978486188,0.05485445678999226,0.08047055560051572
0.7938839927492302,0.8031357464353419,0.09920553745168696,-0.04790494917780776,0.5594529232749688,0.4135580237540589,0.19807791584633871
0.9975840388123728,0.30376851928252235,-0.0009458845277267225,-0.20945307184116269,-0.044240079911317204,0.8457026976053417,0.7006186291176015
0.8845811020238759,0.3116723273488847,-0.0384555223989635,-0.1240618878944234,-0.02874137481700398,0.7354056993544449,0.6900146905742058
0.4050841759500826,0.15642185516021123,-0.1655984720230005,0.04194671504419059,-0.10749606052780529,0.5038356672224731,0.8464963829237239
0.6652662527701114,0.854233567987224,0.15776646765172114,0.0003480224954650365,0.5198060207628984,0.2941728095437809,0.14825546995627184
0.9485385745260361,0.9835900929684652,0.04721110874845652,-0.012946378899084317,0.9251904297903408,0.45806766719770964,0.016649556783120502
0.7529184836961222,0.7091387257273551,0.07781309148860795,-0.040184130141850405,0.4244262393091997,0.4288737586819564,0.291628238424872
0.31985149658784884,0.289190537800708,-0.09172172838545442,0.06840770285020312,-0.02117870882202242,0.40655722103438935,0.7121187111260177
0.729299045088058,0.23994150712406814,-0.1026825084742985,-0.02499068741011462,-0.10216585451017045,0.6459677950211425,0.7611753160763123
0.47887465644817695,0.2530181057403512,-0.12327050090103889,0.050989633958923766,-0.05769139053171968,0.48815141542400414,0.7487614501760146
0.8747934804187547,0.7036975163499276,0.04462191561467699,-0.11388752056050178,0.4859882590253027,0.5307830585166153,0.2977986319193266
0.3491272575987676,0.31115355302687786,-0.08582595711095459,0.07128527530461322,-0.01161534880880393,0.4053681444857792,0.6900912155120488
0.8009232168556041,0.03933863281480854,-0.14690050382214928,-0.012190940439784578,-0.35320077191669524,0.8010696832417603,0.9628342048903922
0.45620853079473045,0.7940830160191972,0.14591358625936635,0.04709864924205629,0.3152969037033843,0.20702160377534468,0.2082678897223524
0.977329965984716,0.7230377156896801,0.009883293459025081,-0.18240385148213883,0.5713046561286348,0.616068073361003,0.2802991687628314
0.9878163206574869,0.008394278893469886,-0.011833183023298091,-0.007921863017349816,-0.48147015179206315,0.9836934022319126,0.991625999119943
0.49650204505699147,0.6345193146784714,0.06725636546629622,0.0587788176396539,0.22430918352053694,0.30599748303365165,0.3662785221314137
0.8203097809607693,0.30333536395742355,-0.057977381425547106,-0.07990225877074134,-0.036911441532030624,0.6847863863912409,0.6976392108139394
0.6934101406920159,0.6598482125211121,0.06796506782828161,-0.01248665370939644,0.3396130924734514,0.41048470534670456,0.340629304175464
0.455051190838331,0.5397257966356406,0.019702374680672857,0.07176600090601998,0.14087870430865718,0.3336728948238713,0.46082805760976947
0.5139046047626523,0.4718031978395857,-0.014087498051639837,0.05869159650714838,0.10674045148593544,0.3961473724783361,0.5285611182706056
0.3145554694128434,0.5930500222158398,0.04012509126254396,0.08019193396087658,0.12254295747867934,0.2529475605608472,0.4077540547062815
0.2943447576853996,0.612648560923885,0.046795546261549616,0.07802122130883052,0.12332245947447473,0.2369951377264958,0.38817915248855883
0.1113141391409398,0.9119260903105556,0.08149817771124361,0.014895231457914692,0.09660833198415372,0.05023237363106645,0.08876029177848822
0.20781546050236477,0.6503924107999535,0.04951766222686083,0.06504700470546512,0.09883466728527092,0.19639742741192823,0.35027590036940315
0.7614154029133628,0.01445794078402829,-0.1764090706146747,-0.0030838833596947227,-0.3641949532456288,0.7826477375048452,0.9886550262691427
0.4920551210213334,0.6449348519829591,0.07244912909633296,0.059024437862787146,0.22998768445435933,0.29859169507018,0.35593842407422444
0.6483812952840617,0.30683726371735476,-0.08807563681598375,0.007564823967144196,-0.02576933390631729,0.5567805201784415,0.6939441907188647
0.8700381701085854,0.6985497175145926,0.044900729100113806,-0.11177963232415966,0.47662829188010547,0.5292083499656516,0.302901358653032
0.10958623330667949,0.5118837856882748,0.0023191704697425567,0.0457603952142387,0.029350007293172657,0.25006267842103563,0.48832615354390835
0.21928222740684766,0.7095292781266613,0.07174179065705294,0.06065662587104216,0.1237396270735567,0.16927770856492355,0.29135333295221266
0.072082169699212,0.7234454278494786,0.029890889476474804,0.025724639997895118,0.04218018929794172,0.14087520566953368,0.276710094388193
0.40656581461178354,0.32186022584677554,-0.08595958550301241,0.06924372414084609,-0.006996859937101384,0.4217177678820838,0.6793581485204988
0.5790303032568627,0.867674212895229,0.17924427546154265,0.017478657475547846,0.4640993423028947,0.2338009395972527,0.13556918848005914
0.12723363257448073,0.14099444469187083,-0.07973171273815974,0.024937831934798187,-0.036707963230787705,0.43759697628311356,0.859703459455906
0.7407626605962818,0.041278735459815974,-0.17617955427571277,-0.006516491159354247,-0.32451471144024585,0.753725291936933,0.961829434540366
0.46295870556158036,0.56137973912468,0.03052143650028848,0.06966536790817772,0.1583641032496991,0.326475511965287,0.43919874303250234
0.1860901144468714,0.6591549461567945,0.04821140210385935,0.060277002389844486,0.09094827182937316,0.1877372922690276,0.341440819474198
0.22828340029118155,0.8013735170711903,0.10618599891617192,0.04778831245606793,0.16026870692488107,0.12536989688865677,0.19998240184613209
0.7182691791512449,0.7901257009580516,0.11741884128202187,-0.018438890314579657,0.4921498184045401,0.3628924563802758,0.211287016738353
0.053957877473771565,0.1487852005255451,-0.03585651979296902,0.012561141936423628,-0.014936738307083938,0.4270631260079647,0.8513591467042959
0.3989477575473108,0.5207487536947399,0.009950622739055389,0.07996645061438665,0.11215344252445468,0.319205279778644,0.4799006111169359
0.4382477026037176,0.06638329934835163,-0.21350128910120902,0.018612319793584596,-0.17548535865585385,0.5628388747445424,0.9382096225412461
0.4715264442636241,0.16977079002050977,-0.16457914270045995,0.03890765739924065,-0.11568609669451606,0.5262831988096934,0.8330892199811217
0.2348592333621532,0.2965892953122613,-0.073105959361749,0.06347218561876856,-0.012944514900388178,0.3792847820915985,0.7043480246518812
0.27737587284684595,0.261349359392825,-0.09566955190451706,0.06253520656130226,-0.02994992640409967,0.40779400772236235,0.7399569721293026
0.4363003448533367,0.6762109969562674,0.08667549476103177,0.06601917955994188,0.22439646432178875,0.25707349698143656,0.32497612038991636
0.36306965436637884,0.3377792489484577,-0.07502712346092369,0.07396809792283159,0.0024212655685879234,0.3970201624866321,0.6633307859280565
0.7193176733890474,0.4489056837162366,-0.020631860199960772,-0.028107984237780288,0.12469985127830066,0.5342561157667978,0.5512158895270856
0.7267505345328277,0.996028543182863,0.1970068579783526,-0.0005181865375151613,0.7224211469857352,0.2660688981304439,0.007852653877915998
0.6386022947827928,0.39646575623271385,-0.04778921280063258,0.012865144091536088,0.06047476520811321,0.5056735673345676,0.6037791758465462
0.9536807983764356,0.08591154037838267,-0.03658366626022841,-0.06448627720120689,-0.3539421195615097,0.9117977624067665,0.9146381440800484
0.845331162267343,0.9459671191789302,0.1166171803262379,-0.02315904014227577,0.7768176453496513,0.38430882736066335,0.05544647160982521
0.056237340089270726,0.1923105201592784,-0.03266105469844413,0.015996644183440364,-0.011896121857222523,0.40542605913051893,0.8078217435526363
0.07293547079335205,0.9393955867256771,0.05942024546588773,0.007396098395322439,0.06630515367187563,0.03296199808708539,0.06096296005859283
0.8045916272783109,0.8439242890466674,0.1081462639784041,-0.04385089286832029,0.6162258118964692,0.4017216988198465,0.15743756247511617
0.44347617086366853,0.29823675533950944,-0.09959237809286364,0.062146836229868906,-0.02334674402867867,0.44921717939219613,0.703141331763248
0.5746989021881387,0.9632895372138943,0.22647452594950576,0.00560717298803215,0.5430527081951485,0.18349464548117875,0.04184267791540279
0.3864774566591209,0.6227665310077495,0.05821899061518343,0.07631893647963145,0.16778910916488743,0.2632991467489766,0.3781548720856138
0.17018550736750737,0.23324746258249351,-0.0753428673202288,0.045333447833712376,-0.02554974704107566,0.3978578221677212,0.767525704332359
0.3390545532701481,0.8298261294460724,0.14782580410962706,0.04705770790565631,0.25250721478177723,0.14256593032357368,0.1725805601773268
0.48865521673952095,0.2023703080503414,-0.1487382336472559,0.04212305265350253,-0.09599364825678568,0.5182068063982034,0.8000194333209941
0.9549519957510116,0.4833169234229924,-0.001435367917487226,-0.20624412023914349,0.21484069302903233,0.7143081953829239,0.5209369463184353
0.26998285251110143,0.30721451666743926,-0.07599299609234313,0.06838209923558523,-0.010577448941508865,0.3828381119912959,0.6938305880276564
0.7045595757179169,0.015903303960929427,-0.20153466342418944,-0.0012534934168856701,-0.3354725502221202,0.7402504458874408,0.9881584752197953
0.6408820332865228,0.20279832873998338,-0.13680326829164488,0.008014803593053023,-0.12548630873827757,0.6039657259247422,0.7990796083892078
0.6005836118479898,0.3385861216870053,-0.07744087041347776,0.02666412270581951,0.004732107902582052,0.5110572765666858,0.6620846846980015
0.7415194809307618,0.6347131077610499,0.05164047557076579,-0.038606773607469815,0.33521846084500573,0.45756901641938824,0.3657026144075054
0.2560262509922959,0.5885319774182218,0.03372657724695403,0.07637893471092908,0.09800632815505689,0.23850873188947413,0.41216514494981527
0.3985243855640187,0.5626562109987917,0.030037725855613557,0.07888738057381672,0.13708613837609915,0.2980827374451935,0.4380563373800458
0.724793933121738,0.1428205189673616,-0.1424915303021132,-0.015473126544247012,-0.20712379805160633,0.6912528632613584,0.8592338064179277
0.7094107815575853,0.8453569855202984,0.14238869902857795,-0.011892299015461075,0.5448526489108861,0.3289533357349228,0.15668461131839403
0.9406500612072269,0.24261271587866295,-0.028738589335661733,-0.1420709072414293,-0.12800453154223967,0.8211049108852484,0.7594882890414777
0.45490442611991666,0.21251596474054235,-0.14257275636131078,0.04836411659663541,-0.08244053358753303,0.4972110360814742,0.7897506431225211
0.05696399428223986,0.10781526554366716,-0.04213562008451337,0.010022471556680183,-0.019269614886168487,0.44771481555045994,0.8923723204979339
0.8442183225420146,0.5913011431246616,0.024014710770667403,-0.10867080818581129,0.326671727477809,0.5607017164954957,0.409937461963854
0.8934055007982069,0.0969690488671976,-0.07676297730850741,-0.05321469260160884,-0.31675372790141676,0.8506021699946487,0.9039033869521974
0.6752693718104877,0.7409641012463714,0.1056775281972194,-0.0033449564458545105,0.41289085886889587,0.3575123116294797,0.26015379162357855
0.24177500447263645,0.051403312337208185,-0.1644733564973546,0.015027390513047254,-0.10224544813096297,0.5035259202252675,0.9513244184091055
0.3372442779135516,0.7619618958529641,0.11710250790271197,0.06045033233894648,0.21682879509008476,0.17588590356623435,0.23977482815073523
0.36209794137640294,0.5380109326004443,0.01755976017946328,0.08223475736514427,0.11117000601072786,0.2965519932742923,0.4626961574492021
0.09258031341623896,0.35028696115640867,-0.025154544941418153,0.036287970427481185,0.002354358266103876,0.32914207663792017,0.6499079956364869
0.2608943874212726,0.791134974872026,0.1122782445172602,0.0524788938562097,0.17915681824453536,0.13846545325794754,0.2104010689771989
0.3725116837518925,0.7551335259088984,0.11927325439125579,0.06078416332571457,0.2356882499147943,0.19181571431138578,0.24665855646353047
0.7470053853478765,0.056560528121774145,-0.1676097790148459,-0.009607212275912345,-0.3101261640163103,0.7507282588084776,0.9462580055331379
0.2699718911004876,0.2099844990049986,-0.11431661017869257,0.05329900891195001,-0.0499510771029919,0.43145016148968746,0.7916064081663757
0.7736523964970815,0.5253378168666684,0.008874031467358306,-0.061917908903372725,0.2228170932356236,0.5366001068695045,0.47505344072107664
0.7078623511759616,0.05867189697426323,-0.1825273392713328,-0.004831621966877063,-0.29163373517774716,0.7211986056190486,0.9446620604409671
0.8037193951633249,0.9012669148760026,0.12660334632039716,-0.02940556482509129,0.6846888519756226,0.3723489756428491,0.10042239457821787
0.9445340943556643,0.061693614137405484,-0.04592525129181148,-0.04557864598105293,-0.384859464242629,0.9152255206314347,0.9387250400301628
0.5431222863608615,0.4312964418283197,-0.034096266213547145,0.04937461186934425,0.0798089211972212,0.43184268805676496,0.5690635989383757
0.1346091548162962,0.11107438572291917,-0.09061152422327903,0.02121454745652917,-0.044877133632295965,0.45352261941871924,0.8897916648116659
0.041031605263288196,0.5906911364926776,0.007137031968794801,0.018619689969470846,0.015839705685991856,0.20549622806890236,0.40934862651531073
0.3396988854770131,0.8362234825698535,0.15083224327152805,0.04563460838488272,0.25624683481952204,0.1395859251122357,0.16625980573942284
0.18571381745951288,0.06482633132644944,-0.13161757586466102,0.01624469974179102,-0.07479819053596123,0.48483164533446793,0.9369323763281696
0.15879266852004448,0.9194570848513098,0.1120601052748551,0.01791704928631428,0.13960823187977842,0.05287901336220344,0.08183076393362415
0.1926917372972431,0.6903464810342346,0.059221218346412745,0.05857102884067347,0.10319022550266586,0.1733918122941976,0.31034729077795425
0.11366859666928497,0.4259432226515727,-0.014922151340390145,0.04610966103842229,0.01579025423475311,0.29348866360859593,0.5742916544925977
0.7875443924555114,0.04114133984242785,-0.15355083067089534,-0.011266151965780428,-0.34517124899123985,0.7895424151228464,0.9612291385355559
0.9307985870951326,0.15582136327824847,-0.04433886612482133,-0.0970195411277745,-0.24784183637961973,0.8552823232300233,0.8453165093627394
0.6065724916504933,0.5864573822481743,0.04126477779907321,0.026521194050170106,0.2303071275704047,0.39073640268945675,0.41378323331389105
0.5865825078223773,0.884655775023635,0.18656071988917133,0.01438027373909831,0.4850941506981803,0.22971163172977715,0.11884539442420271
0.6103484293525906,0.7314224808437261,0.11007528106519449,0.02025751187067405,0.36445962888792,0.32055136218472413,0.2698302125851511
0.5235157257517845,0.22978068413558006,-0.1348108011204101,0.039789924721236915,-0.08131716044742263,0.5221440154869188,0.7721950348852248
0.2729760514705025,0.59240973853642,0.03667929685389065,0.07784789118902945,0.10608248118226582,0.24105309307000322,0.4083308279616075
0.5749879219840824,0.6290447286939563,0.06307107869280763,0.03690215333629672,0.25504572108812706,0.3507831908668085,0.3714892442948767
0.9785100295395034,0.11767889011710153,-0.016079012540014172,-0.09504915823613763,-0.3165300534027602,0.9199014938961492,0.8832503975954645
0.46704508960464763,0.07663874671733639,-0.21076106388351643,0.019792816024904687,-0.1798319193106444,0.5707461845032384,0.9278424514442144
0.07812670430076873,0.2416182700455426,-0.03721881455970525,0.02527634932153765,-0.010748093444117276,0.3822427559396786,0.7585841433536828
0.24939173455378205,0.07967181205193874,-0.15736708833591573,0.022891435325107234,-0.09489163017287715,0.4912622126059027,0.922857029778318
0.29481585567820334,0.28094860458815385,-0.09108133666794206,0.06643969611880668,-0.023165772944220998,0.4029838920855587,0.720322399722804
0.5079780650371651,0.9355843945883967,0.21773674781741484,0.014574243102725168,0.4588954931443895,0.16122865998525285,0.06917777540281547
0.30063304851010497,0.14261336012643455,-0.1502830967651309,0.040366014750823694,-0.08600509043543328,0.47388343486502227,0.8598080823055836
0.4328564250269945,0.6309994515606834,0.06431856669439462,0.07069434046733447,0.19327003768133014,0.2781826165632334,0.3699140052188899
0.3382744953078003,0.03529993424112399,-0.20804144337570327,0.011348788678728319,-0.15122564649417802,0.5395648499673115,0.969041069475508
0.8744356512987881,0.07277170706235525,-0.09381757554305661,-0.03677723420736094,-0.3417665630576012,0.8459330005999902,0.9282437231813168
0.3200770924940963,0.7074736651631487,0.09030405276972635,0.06887578960841571,0.17963062439529554,0.1974878399881628,0.2938162044709333
0.4428400099569061,0.7855757822155726,0.14092178789906085,0.05008893932928031,0.30040657584891967,0.20526574610153006,0.21666100299920746
0.26408675147016525,0.8726610700085544,0.14484958596226344,0.03544269778528579,0.21364396493447377,0.0985403711467552,0.1295626887294194
0.5129442660491342,0.13626806382587142,-0.18174407858826452,0.027842078601961202,-0.15162525004691982,0.5634218781234068,0.8671125453184061
0.7651915201364,0.431883054431766,-0.024477614269295733,-0.05549337115948063,0.11311411634449192,0.5768175040284443,0.56848481235253
0.9933301042230908,0.002966705893708843,-0.006586096991725145,-0.0028793836590087565,-0.4922446746996498,0.9918689950310737,0.9970384608586752
0.7242925979321225,0.3278853135902866,-0.06874013780397761,-0.027594250865331998,-0.00591894055991521,0.5983572269144883,0.6726633513323262
0.6713064477598716,0.8649322332662576,0.16104758768238558,-0.0010916247290645525,0.5352986537205402,0.29286005676885984,0.1376615184480289
0.3217139670585377,0.7826881373921446,0.1233730695685836,0.05662691531980047,0.21684557494585813,0.16040586960419864,0.21915461479119644
0.13826043571690894,0.22212801623469158,-0.06621383026616548,0.037870285054927996,-0.02306294339414285,0.39849396592496894,0.7784538267461742
0.8566034977669964,0.5685451016011768,0.016839330532338128,-0.11973210345104547,0.30222483512129233,0.5826122253927379,0.43291683236378214
0.3464949087457796,0.9741472442569694,0.21472818809336328,0.008381709066709988,0.3330581363827671,0.07295573876488837,0.030470600523904365
0.5649136973697453,0.0862303971723265,-0.20339772655162305,0.013587749901244686,-0.20938774994645176,0.6164485441518148,0.9179251290390482
0.9507236078655118,0.7198567474256242,0.020599798638678415,-0.16338312012647688,0.551215402155477,0.5920093155635956,0.28285509213899745
0.4809928138857624,0.3446354036512371,-0.07757004006822342,0.06051366518121202,0.008154321907414948,0.4433593416792533,0.6563324978277478
0.03552262900079106,0.8370937207884472,0.023098182106290385,0.009172057049298356,0.026842340023294158,0.0820840681913403,0.16296804447626587
0.5909478627945577,0.17971751738132402,-0.1548427993935962,0.01978918978863103,-0.13616840719242304,0.5847509295800657,0.8227192730743296
0.7932917628170681,0.019961590936250828,-0.15743334082119162,-0.005895385865123083,-0.37289283291485664,0.8046751150085804,0.9825204103014112
0.5535135326846388,0.39176910755812244,-0.05349556500144322,0.04477285068632896,0.04851748773948747,0.4573040616534531,0.608717530805218
0.9851161634946087,0.11066259421838254,-0.011417169853785266,-0.09262253708465429,-0.32903481635914383,0.929895630679977,0.8902083343959643
0.546797201861629,0.6783659825598515,0.08840175608800231,0.04290245470794227,0.2829943307219476,0.3103105987019278,0.3225995665500895
